"TITLE","AUTHORS","SUBJECT","DESCRIPTION","PUBLISHER","AVAILABILITY","RESEARCH_ORG","SPONSORING_ORG","CONTRIBUTING_ORG","PUBLICATION_COUNTRY","PUBLICATION_DATE","LANGUAGE","RESOURCE_TYPE","TYPE_QUALIFIER","RELATION","COVERAGE","FORMAT","IDENTIFIER","REPORT_NUMBER","DOE_CONTRACT_NUMBER","OTHER_IDENTIFIER","DOI","RIGHTS","ENTRY_DATE","OSTI_IDENTIFIER","CITATION_URL","PURL_URL","JOURNAL_NAME","JOURNAL_ISSUE","JOURNAL_VOLUME"
"Geothermal steam poses ownership questions","","15 GEOTHERMAL ENERGY; GEOTHERMAL RESOURCES; LEGAL ASPECTS; GEOTHERMAL ENERGY; NATURAL STEAM; ENERGY; ENERGY SOURCES; FLUIDS; GEOTHERMAL FLUIDS; RENEWABLE ENERGY SOURCES; RESOURCES; STEAM; 150400* - Geothermal Energy- Legislation & Regulations","","","","","","","United States","1969-03-17T00:00:00Z","English","Journal Article","","Journal Name: Electr. World; (United States); Journal Volume: 171; Other Information: From Power from the Earth: Geothermal Energy (Bibliography), p. 5","","Medium: X; Size: Pages: 24","","","","Journal ID: CODEN: ELWOA","","","2009-12-16T00:00:00Z","5208737","https://www.osti.gov/biblio/5208737","","Electr. World; (United States)","","171"
"Geothermal steam - chemicals boost its appeal","","15 GEOTHERMAL ENERGY; BY-PRODUCTS; RECOVERY; NATURAL STEAM; CHEMICAL COMPOSITION; ABUNDANCE; INDUSTRIAL PLANTS; FLUIDS; GEOTHERMAL FLUIDS; STEAM; 150700* - Geothermal Energy- Products & By-Products","","","","","","","United States","1969-03-15T00:00:00Z","English","Journal Article","","Journal Name: Chem. Week; (); Journal Volume: 104; Other Information: From Power from the Earth: Geothermal Energy (Bibliography), p. 4","","Medium: X; Size: Pages: 25-6","","","","Journal ID: CODEN: CHWKA","","","2009-12-16T00:00:00Z","5169045","https://www.osti.gov/biblio/5169045","","Chem. Week; ()","","104"
"Active metamorphism of upper cenozoic sediments in the Salton Sea geothermal field and the Salton Trough, southeastern California","Muffler, L J.P.; White, D E","15 GEOTHERMAL ENERGY; GEOTHERMAL FIELDS; GEOLOGY; SALTON SEA; BRINES; CALCIUM; CALIFORNIA; CHLORINE; CLAYS; GEOTHERMAL WELLS; IRON; METAMORPHIC ROCKS; METAMORPHISM; POTASSIUM; SAND; SEDIMENTS; SODIUM; ALKALI METALS; ALKALINE EARTH METALS; ELEMENTS; HALOGENS; IMPERIAL VALLEY; METALS; MINERALS; NONMETALS; NORTH AMERICA; ROCKS; TRANSITION ELEMENTS; USA; WELLS; 150201* - Geology & Hydrology of Geothermal Systems- USA- (-1989)","","","","US Geological Survey, Menlo Park, CA","","","United States","1969-02-01T00:00:00Z","English","Journal Article","","Journal Name: Geol. Soc. Am., Bull.; Journal Volume: 80:2","","Medium: X; Size: Pages: 147-81, 2 plates","","","","Journal ID: CODEN: BUGMA","","","2009-12-16T00:00:00Z","5147985","https://www.osti.gov/biblio/5147985","","Geol. Soc. Am., Bull.","","80:2"
"Source fluids for Salton Sea geothermal system","Craig, H","15 GEOTHERMAL ENERGY; BRINES; CHEMICAL COMPOSITION; ISOTOPE RATIO; SALTON SEA; SURFACE WATERS; CALIFORNIA; COLORADO RIVER; CONNATE WATER; ORIGIN; GROUND WATER; HYDROGEN COMPOUNDS; IMPERIAL VALLEY; INTERSTITIAL WATER; NORTH AMERICA; OXYGEN COMPOUNDS; RIVERS; STREAMS; USA; WATER; 150302* - Geothermal Exploration & Exploration Technology- Geochemical Techniques & Surveys","","","","","","","United States","1969-02-01T00:00:00Z","English","Journal Article","","Journal Name: Am. J. Sci.; (United States); Journal Volume: 267:2","","Medium: X; Size: Pages: 249-55","","","","Journal ID: CODEN: AJSCA","10.2475/ajs.267.2.249","","2016-05-05T00:00:00Z","5196305","https://www.osti.gov/biblio/5196305","","Am. J. Sci.; (United States)","","267:2"
"Geothermal steam looks better: Imperial Valley","","15 GEOTHERMAL ENERGY; GEOTHERMAL FIELDS; NATURAL STEAM; IMPERIAL VALLEY; CALIFORNIA; FLUIDS; GEOTHERMAL FLUIDS; NORTH AMERICA; STEAM; USA; 150101* - Geothermal Energy- Resources & Availability- USA- (-1989)","","","","","","","United States","1969-02-01T00:00:00Z","English","Journal Article","","Journal Name: Sci. News (Wash., D.C.); (United States); Journal Volume: 95; Other Information: From Power from the Earth: Geothermal Energy (Bibliography), p. 16","","Medium: X; Size: Pages: 113-14","","","","Journal ID: CODEN: SCNEB","","","2009-12-16T00:00:00Z","5170720","https://www.osti.gov/biblio/5170720","","Sci. News (Wash., D.C.); (United States)","","95"
"Faults of S. Pedro do Sul region and the conditions of occurrence of thermal waters","Custodio de Morais, J","15 GEOTHERMAL ENERGY; PORTUGAL; THERMAL WATERS; GEOLOGIC FAULTS; GRANITES; HOT SPRINGS; EUROPE; GEOLOGIC STRUCTURES; IGNEOUS ROCKS; ROCKS; THERMAL SPRINGS; 150202* - Geology & Hydrology of Geothermal Systems- Non-USA- (-1989)","","","","","","","United States","1969-01-01T00:00:00Z","English","Journal Article","","Journal Name: Memorias e Noticias; (); Journal Volume: 68","","Medium: X; Size: Pages: 62-4","","","","","","","2009-12-16T00:00:00Z","5056427","https://www.osti.gov/biblio/5056427","","Memorias e Noticias; ()","","68"
"Microflora of the thermal springs in Niaka Banja (in Serbo Croatian)","Petrovska, L","15 GEOTHERMAL ENERGY; HOT SPRINGS; MICROORGANISMS; PLANTS; YUGOSLAVIA; THERMAL WATERS; BIOMASS; ENERGY SOURCES; EUROPE; RENEWABLE ENERGY SOURCES; THERMAL SPRINGS; 150600* - Geothermal Energy- Environmental Aspects","","","","","","","United States","1969-01-01T00:00:00Z","German summary","Journal Article","","Journal Name: Fragm Balcan mus Macedonici Sci. Natur.; (); Journal Volume: 7:4","","Medium: X; Size: Pages: 21-30","","","","","","","2009-12-16T00:00:00Z","5041903","https://www.osti.gov/biblio/5041903","","Fragm Balcan mus Macedonici Sci. Natur.; ()","","7:4"
"Stability of thermal waters","Natanov, Kh Kh; Tataev, O A; Adamova, K S","15 GEOTHERMAL ENERGY; THERMAL WATERS; STABILITY; ABUNDANCE; EQUATIONS; MINERALS; THERMODYNAMIC PROPERTIES; PHYSICAL PROPERTIES; 152001* - Geothermal Data & Theory- Properties of Aqueous Solutions","","","","","","","United States","1969-01-01T00:00:00Z","English","Journal Article","","Journal Name: Sb. Nauch. Soobshch., Dagestan. Gos. Univ., Kafedra Khim.; (); Journal Volume: 6","","Medium: X; Size: Pages: 129-36","","","","","","","2009-12-16T00:00:00Z","5076765","https://www.osti.gov/biblio/5076765","","Sb. Nauch. Soobshch., Dagestan. Gos. Univ., Kafedra Khim.; ()","","6"
"Geophysical studies for volcanological geohydrology","Adams, W M","15 GEOTHERMAL ENERGY; GEOPHYSICAL SURVEYS; MEASURING METHODS; VOLCANIC REGIONS; HYDROLOGY; AERIAL PROSPECTING; ALGAE; DRILLING; ELECTRICAL SURVEYS; FRESH WATER; GRAVITY SURVEYS; GROUND WATER; HOLOGRAPHY; INFRARED SURVEYS; MAGNETIC SURVEYS; POROSITY; SEISMIC SURVEYS; VOLCANOES; BIOMASS; ENERGY SOURCES; HYDROGEN COMPOUNDS; OXYGEN COMPOUNDS; PLANTS; PROSPECTING; RENEWABLE ENERGY SOURCES; WATER; 150301* - Geothermal Exploration & Exploration Technology- Geophysical Techniques & Surveys; 150200 - Geology & Hydrology of Geothermal Systems","","","","","","","United States","1969-01-01T00:00:00Z","English","Journal Article","","Journal Name: Hi Water Res. Centr.; (); Journal Volume: 18","","Medium: X; Size: Pages: 23p.","","","","","","","2009-12-16T00:00:00Z","5171497","https://www.osti.gov/biblio/5171497","","Hi Water Res. Centr.; ()","","18"
"Solubility of PbS in solutions of hydrothermal interest","Nriagu, J; Anderson, G M","15 GEOTHERMAL ENERGY; LEAD SULFIDES; SOLUBILITY; THERMAL WATERS; SOLVENT PROPERTIES; CHALCOGENIDES; LEAD COMPOUNDS; SULFIDES; SULFUR COMPOUNDS; 152003* - Geothermal Data & Theory- Rock-Water-Gas Interactions","","","","","","","United States","1969-01-01T00:00:00Z","English","Journal Article","","Journal Name: EOS, Trans., Am. Geophys. Union; (United States); Journal Volume: 50:4","","Medium: X; Size: Pages: 338","","","","Journal ID: CODEN: EOSTA","","","2009-12-16T00:00:00Z","5195031","https://www.osti.gov/biblio/5195031","","EOS, Trans., Am. Geophys. Union; (United States)","","50:4"
"Studies on formation mechanism of thermal springs by the analysis of their chemical compositions. Interrelation between the temperature and the principal constituents of thermal waters and distribution of chemical components in Lizaka Spa","Miyanaga, T; Mashiko, Y","15 GEOTHERMAL ENERGY; HOT SPRINGS; ORIGIN; JAPAN; THERMAL WATERS; CHEMICAL COMPOSITION; TEMPERATURE DEPENDENCE; ASIA; THERMAL SPRINGS; 150302* - Geothermal Exploration & Exploration Technology- Geochemical Techniques & Surveys","","","","","","","United States","1969-01-01T00:00:00Z","Japanese","Journal Article","","Journal Name: Onsen Kagaku; Journal Volume: 20:1, Pt. 2","","Medium: X; Size: Pages: 34-41","","","","Journal ID: CODEN: ONKAA","","","2009-12-16T00:00:00Z","5241690","https://www.osti.gov/biblio/5241690","","Onsen Kagaku","","20:1, Pt. 2"
"New maps on Geysers area","","15 GEOTHERMAL ENERGY; GEYSERS GEOTHERMAL FIELD; GEOLOGY; GEOLOGICAL SURVEYS; MAPS; GEOTHERMAL FIELDS; 150201* - Geology & Hydrology of Geothermal Systems- USA- (-1989)","","","","","","","United States","1969-01-01T00:00:00Z","English","Journal Article","","Journal Name: Calif. Div. Mines, Geol., Mineral Info. Serv.; Journal Volume: 22:8","","Medium: X; Size: Pages: 133","","","","","","","2009-12-16T00:00:00Z","5242043","https://www.osti.gov/biblio/5242043","","Calif. Div. Mines, Geol., Mineral Info. Serv.","","22:8"
"Distribution of temperature in the rocks near the bottom of a well being drilled","Putikov, O F","15 GEOTHERMAL ENERGY; BOREHOLES; TEMPERATURE MEASUREMENT; ROCK DRILLING; TEMPERATURE DISTRIBUTION; EQUATIONS; ROCKS; CAVITIES; DRILLING; 150300* - Geothermal Exploration & Exploration Technology","","","","","","","United States","1969-01-01T00:00:00Z","Russian","Journal Article","","Journal Name: Izv. Akad. Nauk SSSR, Fiz. Zemli; (United States); Journal Volume: 10","","Medium: X; Size: Pages: 91-95","","","","Journal ID: CODEN: IAFZA","","","2009-12-16T00:00:00Z","5243469","https://www.osti.gov/biblio/5243469","","Izv. Akad. Nauk SSSR, Fiz. Zemli; (United States)","","10"
"Terrestrial heat flow in volcanic areas, in the Earth's crust and upper mantle","Horai, K; Uyeda, S","15 GEOTHERMAL ENERGY; VOLCANIC REGIONS; HEAT TRANSFER; EARTH CRUST; GEOTHERMAL FIELDS; JAPAN; MAGMA; SEAS; VOLCANIC ROCKS; ASIA; ENERGY TRANSFER; IGNEOUS ROCKS; ROCKS; SURFACE WATERS; 150301* - Geothermal Exploration & Exploration Technology- Geophysical Techniques & Surveys","","","","Am. Geophys. Union Geophys. Mon. 13","","","United States","1969-01-01T00:00:00Z","English","Journal Article","","Journal Name: Natl. Acad. Sci.-Natl. Research Council; Journal Volume: 1708","","Medium: X; Size: Pages: 95-109","","","","","","","2009-12-16T00:00:00Z","5243483","https://www.osti.gov/biblio/5243483","","Natl. Acad. Sci.-Natl. Research Council","","1708"
"Heat conductivity of water-saturated reservoir rocks as a function of pressure, temperature, and composition of the rock","Bayramov, E M; Tsaturyants, A B","15 GEOTHERMAL ENERGY; ROCKS; THERMAL CONDUCTIVITY; CLAYS; PRESSURE DEPENDENCE; QUARTZ; SAND; TEMPERATURE DEPENDENCE; CHALCOGENIDES; MINERALS; OXIDES; OXYGEN COMPOUNDS; PHYSICAL PROPERTIES; SILICON COMPOUNDS; SILICON OXIDES; THERMODYNAMIC PROPERTIES; 152000* - Geothermal Data & Theory","","","","","","","United States","1969-01-01T00:00:00Z","Russian","Journal Article","","Journal Name: Akad. Nauk Azerbaydzhan. SSR Izv. Ser. Nauk o Zemle.; (United States); Journal Volume: 1","","Medium: X; Size: Pages: 25-29","","","","","","","2009-12-16T00:00:00Z","5177100","https://www.osti.gov/biblio/5177100","","Akad. Nauk Azerbaydzhan. SSR Izv. Ser. Nauk o Zemle.; (United States)","","1"
"Geothermal resources (in California Mining Review). [During 1968]","Koenig, J B","15 GEOTHERMAL ENERGY; CALIFORNIA; GEOTHERMAL EXPLORATION; GEOTHERMAL RESOURCES; EXPLORATION; NORTH AMERICA; RESOURCES; USA; 150101* - Geothermal Energy- Resources & Availability- USA- (-1989); 150300 - Geothermal Exploration & Exploration Technology","","","","","","","United States","1969-01-01T00:00:00Z","English","Journal Article","","Journal Name: Calif. Div. Mines, Geol., Mineral Info. Serv.; Journal Volume: 22:2","","Medium: X; Size: Pages: 24","","","","","","","2009-12-16T00:00:00Z","5176289","https://www.osti.gov/biblio/5176289","","Calif. Div. Mines, Geol., Mineral Info. Serv.","","22:2"
"Japan moving ahead in geothermal development","","15 GEOTHERMAL ENERGY; GEOTHERMAL RESOURCES; EXPLOITATION; JAPAN; ELECTRIC POWER; GEOTHERMAL ENERGY; GEOTHERMAL POWER PLANTS; PLANNING; POWER POTENTIAL; ASIA; ENERGY; ENERGY SOURCES; POWER; POWER PLANTS; RENEWABLE ENERGY SOURCES; RESOURCES; THERMAL POWER PLANTS; 150102* - Geothermal Energy- Resources & Availability- Non-USA- (-1989)","","","","California Division of Mines and Geology (compiler)","","","United States","1969-01-01T00:00:00Z","English","Journal Article","","Journal Name: Calif. Div. Mines Geol., Miner. Inform. Serv.; (United States); Journal Volume: 22:8","","Medium: X; Size: Pages: 136-137","","","","","","","2009-12-16T00:00:00Z","5210424","https://www.osti.gov/biblio/5210424","","Calif. Div. Mines Geol., Miner. Inform. Serv.; (United States)","","22:8"
